Midascontactid,Createdat,Emailpermissionstatus,Cont.Acq.Src,Email.Src.First,Segment,Segmentsecondary,Email.Acq.Dt,Email.Pref.Ch.Dt,Entry.Point.List,Cont.Acq.Src2,Cont.Acq.Dte,Prod.Buy.Last,Prod.Buy.First,Prod.Buy.Accessories,Prod.Buy.All.In.One.Desktop,Prod.Buy.Desktop,Prod.Buy.Idc,Prod.Buy.Idpd,Prod.Buy.Laptop,Prod.Buy.Servers,Prod.Buy.Software,Prod.Buy.Thnkc,Prod.Buy.Thnkp,Prod.Buy.Warranties,Prod.Buy.Workstation,Prod.Buy.Android.Tablet,Prod.Buy.Windows.Tablet,Prod.Buy.Convertible,Prod.Buy.Android.Os,Prod.Buy.Gaming,Prod.Buy.Windows.Os,Prod.Buy.Gaming.Related,Country,Eml.Sent.Num,Eml.Sent.First.Ts,Eml.Sent.Last.Ts,Eml.Open.Num,Eml.Open.First.Ts,Eml.Open.Last.Ts,Eml.Click.Num,Eml.Click.First.Ts,Eml.Click.Last.Ts,Eml.Bounce.Last.Ts,Eml.Unsub.Last.Ts,Eml.Spam.Last.Ts,Email.Domain,Em.Pref.Status,Em.Pref.Dte,Invalid.Email.Dte,Em.Spamclplt.Dte
1043964639,03/12/2019,U,OOBWIN15,,CON,,NA,02/12/2019,|OOBWIN1506|,OOBWIN15,02/12/2019,02/12/2019,02/12/2019,NA,NA,NA,NA,02/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,yahoo.ca,U,02/12/2019,NA,NA
1042329535,29/09/2019,I,OOBWIN15,OOBWIN15,CON,,29/09/2019,29/09/2019,|OOBWIN1506|,OOBWIN15,29/09/2019,29/09/2019,29/09/2019,NA,NA,NA,NA,29/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,25,29/09/2019,01/12/2019,25,29/09/2019,02/12/2019,2,30/11/2019,01/12/2019,NA,NA,NA,sbcglobal.net,I,29/09/2019,NA,NA
1043479853,19/11/2019,U,OOBWIN15,,CON,,NA,07/11/2019,|OOBWIN1506|,OOBWIN15,07/11/2019,07/11/2019,07/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,25/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,cst.lv,U,07/11/2019,NA,NA
1040196445,26/08/2019,I,OOBWIN15,OOBWIN15,CON,,25/08/2019,25/08/2019,|OOBWIN1506|,OOBWIN15,25/08/2019,25/08/2019,25/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,4,27/08/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,25/08/2019,NA,NA
1044420108,12/12/2019,U,OOBWIN15,,CON,,NA,11/12/2019,|OOBWIN1506|,OOBWIN15,11/12/2019,11/12/2019,11/12/2019,NA,NA,NA,NA,11/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,hotmail.com,U,11/12/2019,NA,NA
1043669243,25/11/2019,U,OOBWIN15,,CON,,NA,23/11/2019,|OOBWIN1506|,OOBWIN15,23/11/2019,23/11/2019,23/11/2019,NA,NA,NA,NA,23/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,1,24/12/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,hotmail.com,U,23/11/2019,NA,NA
1043975513,03/12/2019,U,SAPCRMSH,,CON,,NA,02/12/2019,|SAPCRMSHIP120501|,SAPCRMSH,02/12/2019,02/12/2019,01/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,14/12/2019,16/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,02/12/2019,NA,NA
1043306074,12/11/2019,I,OOBWIN15,OOBWIN15,CON,,12/11/2019,12/11/2019,|OOBWIN1506|,OOBWIN15,12/11/2019,12/11/2019,12/11/2019,NA,NA,NA,NA,12/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,32,12/11/2019,13/01/2020,29,15/11/2019,13/01/2020,7,26/11/2019,02/12/2019,NA,NA,NA,approvedcreditny.com,I,12/11/2019,NA,NA
1043408619,19/11/2019,U,OOBWIN15,,CON,,NA,06/11/2019,|OOBWIN1506|,OOBWIN15,06/11/2019,06/11/2019,06/11/2019,NA,NA,NA,NA,06/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,25/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,hotmail.com,U,06/11/2019,NA,NA
1039794003,12/08/2019,I,ADBEMA19,ADBEMA19,CON,,11/08/2019,11/08/2019,|ADBEMA1906|,ADBEMA19,11/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,11/08/2019,NA,NA
1045232906,13/01/2020,U,HYBRIS15,,CON,,NA,12/01/2020,|HYBORD1502|HYBRIS1506|OOBWIN1506|SAPCRMSHIP120501|,HYBRIS15,02/01/2020,12/01/2020,02/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,12/01/2020,NA,NA
1044966944,25/12/2019,I,OOBWIN15,OOBWIN15,CON,,25/12/2019,25/12/2019,|OOBWIN1506|,OOBWIN15,25/12/2019,25/12/2019,25/12/2019,NA,NA,NA,NA,25/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,25/12/2019,13/01/2020,1,26/12/2019,26/12/2019,0,NA,NA,NA,NA,NA,outlook.com,I,25/12/2019,NA,NA
1041461191,06/09/2019,I,OOBWIN15,OOBWIN15,CON,,05/09/2019,05/09/2019,|OOBWIN1506|,OOBWIN15,05/09/2019,05/09/2019,05/09/2019,NA,NA,NA,NA,05/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,25/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,yahoo.com,I,05/09/2019,NA,NA
1045246264,02/01/2020,I,OOBWIN15,OOBWIN15,CON,,02/01/2020,02/01/2020,|OOBWIN1506|,OOBWIN15,02/01/2020,02/01/2020,02/01/2020,NA,NA,NA,NA,02/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,02/01/2020,13/01/2020,1,02/01/2020,02/01/2020,0,NA,NA,NA,NA,NA,aol.com,I,02/01/2020,NA,NA
1040022963,21/08/2019,I,HYBRIS15,HYBRIS15,CON,,20/08/2019,20/08/2019,|HYBRIS1506|,HYBRIS15,20/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,hotmali.cn,I,20/08/2019,NA,NA
1039431797,24/07/2019,I,OOBWIN15,OOBWIN15,CON,,23/07/2019,23/07/2019,|OOBWIN1506|,OOBWIN15,23/07/2019,23/07/2019,23/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,25/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,23/07/2019,NA,NA
1039776803,11/08/2019,U,OOBWIN15,,CON,,NA,10/08/2019,|OOBWIN1506|,OOBWIN15,10/08/2019,10/08/2019,10/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,25/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,10/08/2019,NA,NA
1046061601,26/01/2020,U,OOBWIN15,,CON,,NA,25/01/2020,|OOBWIN1506|,OOBWIN15,25/01/2020,25/01/2020,25/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/01/2020,NA,NA,US,2,07/02/2020,14/02/2020,0,NA,NA,0,NA,NA,NA,NA,NA,sci-pa.com,U,25/01/2020,NA,NA
1044123830,09/12/2019,U,SAPCRMSH,,CON,,NA,06/12/2019,|SAPCRMSHIP120501|,SAPCRMSH,06/12/2019,06/12/2019,02/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,5,12/12/2019,05/02/2020,0,NA,NA,0,NA,NA,NA,NA,NA,charter.net,U,06/12/2019,NA,NA
1039127771,06/07/2019,U,OOBWIN15,,CON,,NA,05/07/2019,|OOBWIN1506|,OOBWIN15,05/07/2019,05/07/2019,05/07/2019,NA,NA,05/07/2019,05/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,4,06/07/2019,24/12/2019,4,06/07/2019,24/12/2019,0,NA,NA,NA,NA,NA,comcast.net,U,05/07/2019,NA,NA
1026667127,06/12/2019,U,COMAPS16,,CON,,NA,05/12/2019,|COMAPS1603|HYBORD1502|HYBRIS1506|LRPPRF1508|SAPCRMSHIP120501|,COMAPS16,01/12/2017,05/12/2019,03/12/2017,NA,NA,05/12/2019,NA,NA,NA,NA,NA,05/12/2019,NA,NA,NA,NA,NA,NA,NA,04/12/2017,NA,NA,US,39,02/12/2017,20/02/2020,1,10/12/2019,19/12/2019,0,NA,NA,NA,NA,NA,gmail.com,U,05/12/2019,NA,NA
1045058160,26/12/2019,I,OOBWIN15,OOBWIN15,CON,,27/12/2019,27/12/2019,|OOBWIN1506|,OOBWIN15,27/12/2019,27/12/2019,27/12/2019,NA,NA,NA,NA,27/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,26/12/2019,13/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,outlook.com,I,27/12/2019,NA,NA
1043706351,26/11/2019,I,ADBEMA19,ADBEMA19,CON,,25/11/2019,25/11/2019,|ADBEMA1906|,ADBEMA19,25/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,icloud.com,I,25/11/2019,NA,NA
1046268156,03/02/2020,I,HWDCGS19,HWDCGS19,CON,,08/12/2019,08/12/2019,|HWDCGS1905|,HWDCGS19,08/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,03/02/2020,20/02/2020,0,NA,NA,0,NA,NA,23/02/2008,NA,NA,yahoo.com,I,08/12/2019,NA,NA
1041887154,16/09/2019,I,HYBRIS15,HYBRIS15,CON,,15/09/2019,15/09/2019,|HYBRIS1506|,HYBRIS15,15/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,137mail.cn,I,15/09/2019,NA,NA
1046930000,03/03/2020,I,OOBWIN15,OOBWIN15,CON,,03/03/2020,03/03/2020,|OOBWIN1506|,OOBWIN15,03/03/2020,03/03/2020,03/03/2020,NA,NA,03/03/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gmail.com,I,03/03/2020,NA,NA
1043986849,04/12/2019,I,HYBRIS15,HYBORD15,CON,,03/12/2019,17/12/2019,|HYBORD1502|HYBRIS1506|OOBWIN1506|SAPCRMSHIP120501|,HYBRIS15,03/12/2019,17/12/2019,03/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,3,04/12/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,03/12/2019,NA,NA
1041387225,05/09/2019,I,OOBWIN15,OOBWIN15,CON,,04/09/2019,04/09/2019,|OOBWIN1506|,OOBWIN15,04/09/2019,04/09/2019,04/09/2019,NA,NA,NA,NA,04/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,25/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,aol.com,I,04/09/2019,NA,NA
1043193495,04/11/2019,I,OOBWIN15,OOBWIN15,CON,,04/11/2019,04/11/2019,|OOBWIN1506|,OOBWIN15,04/11/2019,04/11/2019,04/11/2019,NA,NA,NA,NA,04/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,29,04/11/2019,05/02/2020,3,11/11/2019,05/02/2020,0,NA,NA,NA,NA,NA,yahoo.com,I,04/11/2019,NA,NA
1046463029,12/02/2020,U,SAPCRMSH,,AFF,,NA,10/02/2020,|SAPCRMSHIP120501|,SAPCRMSH,10/02/2020,10/02/2020,08/02/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,amazon.com,U,10/02/2020,NA,NA
1045054363,26/12/2019,I,OOBWIN15,OOBWIN15,CON,,26/12/2019,26/12/2019,|OOBWIN1506|,OOBWIN15,26/12/2019,26/12/2019,26/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,26/12/2019,13/01/2020,1,09/02/2020,09/02/2020,1,09/02/2020,09/02/2020,NA,NA,NA,yahoo.com,I,26/12/2019,NA,NA
1045058413,26/12/2019,I,OOBWIN15,OOBWIN15,CON,,26/12/2019,26/12/2019,|OOBWIN1506|,OOBWIN15,26/12/2019,26/12/2019,26/12/2019,NA,NA,NA,NA,26/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,26/12/2019,17/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,26/12/2019,NA,NA
1040073885,22/08/2019,U,OOBWIN15,,CON,,NA,22/08/2019,|OOBWIN1506|,OOBWIN15,22/08/2019,22/08/2019,22/08/2019,NA,NA,NA,NA,22/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,outlook.fr,U,22/08/2019,NA,NA
1041727443,11/09/2019,I,HYBRIS15,HYBRIS15,CON,,10/09/2019,10/09/2019,|HYBRIS1506|,HYBRIS15,10/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,133mail.cn,I,10/09/2019,NA,NA
1038796387,14/06/2019,I,OOBWIN15,OOBWIN15,CON,,13/06/2019,13/06/2019,|OOBWIN1506|,OOBWIN15,13/06/2019,13/06/2019,13/06/2019,NA,NA,NA,NA,13/06/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,8,14/06/2019,24/12/2019,3,14/06/2019,12/11/2019,2,14/06/2019,12/11/2019,NA,NA,NA,gmail.com,I,13/06/2019,NA,NA
1044655497,17/12/2019,I,OOBWIN15,OOBWIN15,CON,,17/12/2019,17/12/2019,|OOBWIN1506|,OOBWIN15,17/12/2019,17/12/2019,17/12/2019,NA,NA,NA,NA,17/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,4,17/12/2019,13/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,17/12/2019,NA,NA
1041282442,01/09/2019,I,OOBWIN15,OOBWIN15,CON,,31/08/2019,31/08/2019,|OOBWIN1506|,OOBWIN15,31/08/2019,31/08/2019,31/08/2019,NA,NA,NA,NA,31/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,4,01/09/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,31/08/2019,NA,NA
1043861501,30/11/2019,I,OOBWIN15,OOBWIN15,CON,,30/11/2019,30/11/2019,|OOBWIN1506|,OOBWIN15,30/11/2019,30/11/2019,30/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,11,30/11/2019,13/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,outlook.com,I,30/11/2019,NA,NA
1038719631,09/06/2019,U,OOBWIN15,,CON,,NA,12/06/2019,|HYBRIS1506|OOBWIN1506|,OOBWIN15,08/06/2019,08/06/2019,08/06/2019,NA,NA,NA,NA,08/06/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,4,09/06/2019,24/12/2019,4,10/06/2019,24/12/2019,0,NA,NA,NA,NA,NA,gmail.com,U,12/06/2019,NA,NA
1034700644,09/12/2019,U,HYBRIS15,,CON,,NA,29/11/2019,|COMAPS1603|HYBRIS1506|,HYBRIS15,19/11/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,columbus.rr.com,U,29/11/2019,NA,NA
1009318984,16/04/2019,I,OOBWIN15,OOBWIN15,CON,,15/04/2019,15/04/2019,|OOBWIN1506|,OOBWIN15,30/03/2016,15/04/2019,30/03/2016,NA,NA,NA,NA,15/04/2019,30/03/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,12,14/12/2016,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,15/04/2019,NA,NA
1041323994,05/09/2019,I,HYBRIS15,HYBRIS15,CON,,02/09/2019,02/09/2019,|HYBRIS1506|,HYBRIS15,02/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,133mail.cn,I,02/09/2019,NA,NA
1039240847,20/07/2019,I,HYBRIS15,HYBORD15,CON,,16/07/2019,30/10/2019,|HYBORD1502|HYBRIS1506|SAPCRMSHIP120501|,HYBRIS15,13/07/2019,18/07/2019,13/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,38,20/07/2019,13/01/2020,7,20/07/2019,12/08/2019,3,05/08/2019,12/08/2019,NA,NA,NA,gmail.com,I,30/10/2019,NA,NA
1043831179,30/11/2019,U,COMAPS16,,CON,,NA,01/12/2019,|COMAPS1603|SAPCRMSHIP120501|,COMAPS16,29/11/2019,01/12/2019,29/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,06/12/2019,24/12/2019,2,06/12/2019,24/12/2019,1,24/12/2019,24/12/2019,NA,NA,NA,gmail.com,U,01/12/2019,NA,NA
1041204267,30/08/2019,I,HYBRIS15,HYBRIS15,CON,,29/08/2019,29/08/2019,|HYBRIS1506|,HYBRIS15,29/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,133mail.cn,I,29/08/2019,NA,NA
1044644737,17/12/2019,U,OOBWIN15,,CON,,NA,16/12/2019,|OOBWIN1506|,OOBWIN15,16/12/2019,16/12/2019,16/12/2019,NA,NA,NA,NA,16/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,17/12/2019,02/01/2020,3,18/12/2019,02/01/2020,2,23/12/2019,02/01/2020,NA,NA,NA,gmail.com,U,16/12/2019,NA,NA
1041959577,18/09/2019,I,HYBRIS15,HYBRIS15,CON,,17/09/2019,17/09/2019,|HYBRIS1506|,HYBRIS15,17/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,158mail.cn,I,17/09/2019,NA,NA
1046846886,28/02/2020,I,OOBWIN15,OOBWIN15,CON,,28/02/2020,28/02/2020,|OOBWIN1506|,OOBWIN15,28/02/2020,28/02/2020,28/02/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,28/02/2020,NA,NA
1039071357,03/07/2019,I,HYBRIS15,HYBRIS15,AFF,,03/07/2019,15/07/2019,|HYBORD1502|HYBRIS1506|SAPCRMSHIP120501|,HYBRIS15,03/07/2019,12/07/2019,03/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,147,03/07/2019,20/02/2020,1,16/12/2019,16/12/2019,0,NA,NA,NA,NA,NA,gmail.com,I,15/07/2019,NA,NA
1043898832,01/12/2019,I,OOBWIN15,OOBWIN15,CON,,01/12/2019,01/12/2019,|OOBWIN1506|,OOBWIN15,01/12/2019,01/12/2019,01/12/2019,NA,NA,01/12/2019,01/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,12,01/12/2019,13/01/2020,4,01/12/2019,13/01/2020,0,NA,NA,NA,NA,NA,charter.net,I,01/12/2019,NA,NA
1046007369,23/01/2020,I,OOBWIN15,OOBWIN15,CON,,23/01/2020,23/01/2020,|OOBWIN1506|,OOBWIN15,23/01/2020,23/01/2020,23/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/01/2020,US,4,23/01/2020,14/02/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,23/01/2020,NA,NA
1041601115,09/09/2019,U,OOBWIN15,,CON,,NA,08/09/2019,|OOBWIN1506|,OOBWIN15,08/09/2019,08/09/2019,08/09/2019,NA,NA,NA,NA,08/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,09/09/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,08/09/2019,NA,NA
1043491613,16/11/2019,I,OOBWIN15,OOBWIN15,CON,,16/11/2019,16/11/2019,|OOBWIN1506|,OOBWIN15,16/11/2019,16/11/2019,16/11/2019,NA,NA,NA,NA,16/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,29,16/11/2019,13/01/2020,6,16/11/2019,13/01/2020,0,NA,NA,NA,NA,NA,aol.com,I,16/11/2019,NA,NA
1039116697,05/07/2019,I,NETMINNG,NETMINNG,CON,,05/07/2019,05/07/2019,|IGNONE20121024|,NETMINNG,05/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,139,05/07/2019,20/02/2020,10,05/07/2019,14/01/2020,3,14/07/2019,05/12/2019,NA,NA,NA,gmail.com,I,05/07/2019,NA,NA
1044003023,04/12/2019,U,OOBWIN15,,CON,,NA,03/12/2019,|OOBWIN1506|,OOBWIN15,03/12/2019,03/12/2019,03/12/2019,NA,NA,NA,NA,03/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,1,24/12/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,hotmail.com,U,03/12/2019,NA,NA
1045204287,31/12/2019,I,OOBWIN15,OOBWIN15,CON,,31/12/2019,31/12/2019,|OOBWIN1506|,OOBWIN15,31/12/2019,31/12/2019,31/12/2019,NA,NA,NA,NA,31/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,31/12/2019,13/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,31/12/2019,NA,NA
1043027365,27/10/2019,O,ADBEMA19,ADBEMA19,CON,,27/10/2019,28/11/2019,|ADBEMA1906|OOBWIN1506|,ADBEMA19,27/10/2019,28/11/2019,28/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,27/10/2019,12/11/2019,3,27/10/2019,12/11/2019,2,28/10/2019,12/11/2019,NA,NA,NA,gmail.com,O,12/11/2019,NA,NA
1040119164,23/08/2019,U,OOBWIN15,,CON,,NA,22/08/2019,|OOBWIN1506|,OOBWIN15,22/08/2019,22/08/2019,22/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,64,25/11/2019,20/02/2020,36,26/11/2019,12/02/2020,0,NA,NA,NA,NA,NA,gmail.com,U,22/08/2019,NA,NA
1045979355,22/01/2020,I,OOBWIN15,OOBWIN15,CON,,22/01/2020,22/01/2020,|OOBWIN1506|,OOBWIN15,22/01/2020,22/01/2020,22/01/2020,NA,NA,22/01/2020,22/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,1,22/01/2020,22/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,22/01/2020,NA,NA
1039286969,15/07/2019,I,NETMINNG,NETMINNG,CON,,15/07/2019,15/07/2019,|IGNONE20121024|,NETMINNG,15/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,110,15/07/2019,22/01/2020,0,NA,NA,1,21/08/2019,21/08/2019,NA,NA,NA,protonmail.com,I,15/07/2019,NA,NA
1043092401,31/10/2019,I,OOBWIN15,OOBWIN15,CON,,31/10/2019,31/10/2019,|OOBWIN1506|,OOBWIN15,31/10/2019,31/10/2019,31/10/2019,NA,NA,31/10/2019,31/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,31,31/10/2019,01/02/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,31/10/2019,NA,NA
1040195245,26/08/2019,U,OOBWIN15,,CON,,NA,25/08/2019,|OOBWIN1506|,OOBWIN15,25/08/2019,25/08/2019,25/08/2019,NA,NA,NA,NA,25/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,27/08/2019,24/12/2019,1,24/12/2019,24/12/2019,0,NA,NA,NA,NA,NA,live.com,U,25/08/2019,NA,NA
1041594884,09/09/2019,U,OOBWIN15,,CON,,NA,08/09/2019,|OOBWIN1506|,OOBWIN15,08/09/2019,08/09/2019,08/09/2019,NA,NA,NA,NA,08/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,1,09/09/2019,09/09/2019,0,NA,NA,0,NA,NA,NA,NA,NA,outlook.com,U,08/09/2019,NA,NA
